run; test_dataset; aAcc; mIoU; mAcc
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,02; dark_zurich; 51,1100; 18,6500; 32,5100
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,02; cityscapes; 94,7500; 63,7600; 72,8600
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_rain; 85,6200; 38,8200; 49,2200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_snow; 78,2600; 32,9800; 43,8200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_fog; 86,2600; 46,1600; 56,4900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_full; 75,9200; 33,6200; 43,0900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,0075; acdc_night; 54,9700; 20,4000; 33,8200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,0075; dark_zurich; 52,2100; 19,5200; 35,6700
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,0075; cityscapes; 95,1700; 69,5700; 79,4900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,0075; acdc_rain; 86,4000; 41,4000; 56,2000
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,0075; acdc_snow; 79,8300; 36,3200; 50,9100
